id;country;subCommodity;year2008;year2009;year2010;year2011;year2012;year2013;year2014;year2015;year2016;year2017;year2018;eip;mat
236;Brazil;nan;248874.0;242136.0;288107.0;284770.0;245526.0;245417.0;246120.0;270715.0;284457.0;245200.0;251000.0;slab;zinc
237;Bulgaria;nan;101700.0;92700.0;93800.0;88400.0;73100.0;69600.0;76293.0;75095.0;75811.0;73715.0;75150.0;slab;zinc
238;Canada;nan;764310.0;685504.0;691221.0;662151.0;648619.0;651638.0;649217.0;683118.0;691389.0;598438.0;620202.0;slab;zinc
239;China;nan;4042300.0;4286300.0;5208900.0;5212200.0;4881200.0;5279600.0;5806970.0;6115928.0;6195962.0;6143900.0;5607103.0;slab;zinc
240;Finland;nan;297722.0;295049.0;307144.0;307352.0;314742.0;311686.0;302024.0;305717.0;290599.0;284992.0;295029.0;slab;zinc
241;France;nan;118000.0;161000.0;163000.0;164000.0;161000.0;152000.0;171000.0;169000.0;149000.0;166000.0;155000.0;slab;zinc
242;Germany;nan;292284.0;153000.0;165000.0;170000.0;169000.0;162000.0;168000.0;173000.0;168000.0;174000.0;180000.0;slab;zinc
243;India;nan;589000.0;636000.0;740402.0;783647.0;704228.0;767994.0;732792.0;758944.0;672010.0;791461.0;696283.0;slab;zinc
244;Iran;nan;120000.0;115000.0;120000.0;132000.0;148000.0;140000.0;145000.0;138000.0;135000.0;140000.0;130000.0;slab;zinc
245;Italy;nan;107100.0;103400.0;104700.0;110200.0;97200.0;111000.0;138100.0;140200.0;139500.0;128800.0;131600.0;slab;zinc
246;Japan;nan;615533.0;540604.0;574008.0;544674.0;571312.0;587291.0;583021.0;566619.0;533689.0;523919.0;521110.0;slab;zinc
247;Kazakhstan;nan;365572.0;327873.0;318858.0;319847.0;319847.0;320150.0;324946.0;323848.0;325820.0;331018.0;317965.0;slab;zinc
248;Korea (Rep. of);nan;738000.0;722000.0;750000.0;828735.0;881100.0;886000.0;901000.0;940195.0;1009116.0;961904.0;1008957.0;slab;zinc
249;Korea, Dem. P.R. of;nan;41000.0;26000.0;36000.0;30000.0;32000.0;32000.0;27000.0;15000.0;15000.0;15000.0;15000.0;slab;zinc
250;Mexico;nan;320600.0;335400.0;327772.0;322116.0;323569.0;322781.0;320923.0;326642.0;321159.0;327003.0;336378.0;slab;zinc
251;Namibia;nan;145400.0;153815.0;151688.0;145639.0;145639.0;128291.0;118665.0;71818.0;90739.0;83768.0;67122.0;slab;zinc
252;Netherlands;nan;250000.0;224000.0;264000.0;261000.0;257000.0;275000.0;290000.0;291000.0;283000.0;248000.0;268000.0;slab;zinc
253;Norway;nan;145469.0;138973.0;148862.0;153200.0;152647.0;143444.0;165600.0;162878.0;170541.0;172086.0;190570.0;slab;zinc
254;Peru;nan;190324.0;149494.0;223112.0;313714.0;319280.0;346400.0;336500.0;335422.0;341518.0;312339.0;333677.0;slab;zinc
255;Poland;nan;142600.0;139100.0;135100.0;144100.0;138300.0;146300.0;154000.0;161500.0;161200.0;162247.0;159739.0;slab;zinc
256;Romania;nan;61978.0;1000.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;slab;zinc
257;Russia;nan;263000.0;208000.0;241000.0;249000.0;250000.0;216000.0;223000.0;229600.0;247300.0;256700.0;254600.0;slab;zinc
258;South Africa;nan;82000.0;87000.0;90000.0;73000.0;0.0;nan;nan;nan;nan;nan;nan;slab;zinc
259;Spain;nan;466000.0;515000.0;517100.0;490000.0;483000.0;481000.0;498000.0;498000.0;500000.0;507000.0;511000.0;slab;zinc
260;Thailand;nan;107753.0;104695.0;95219.0;98370.0;101263.0;76576.0;65694.0;74121.0;72813.0;30018.0;0.0;slab;zinc
261;USA;nan;286000.0;203000.0;248700.0;247600.0;261400.0;233100.0;180000.0;172300.0;126000.0;132000.0;116000.0;slab;zinc
262;Ukraine;nan;3800.0;8800.0;7600.0;6600.0;7000.0;3900.0;8100.0;700.0;100.0;0.0;0.0;slab;zinc
263;Uzbekistan;nan;70400.0;19000.0;50000.0;65000.0;61100.0;52000.0;72000.0;55000.0;68000.0;70000.0;70458.0;slab;zinc
264;Vietnam;nan;16000.0;17000.0;16000.0;18000.0;18000.0;12000.0;10800.0;10500.0;10800.0;10900.0;10000.0;slab;zinc
265;Zambia;nan;2000.0;nan;nan;nan;nan;nan;0.0;nan;nan;nan;nan;slab;zinc
